ibge,municipio,perc_20_59_anos,perc_idosa,perc_masculino,perc_feminino
420060,AGUAS MORNAS,"0,596298525","0,202828769","0,509930785","0,490069215"
353940,PIRATININGA,"0,569402448","0,202807775","0,490280778","0,509719222"
350100,ALTINOPOLIS,"0,565686456","0,202761852","0,500030824","0,499969176"
310040,ACAIACA,"0,549186483","0,202753442","0,472340426","0,527659574"
430470,CARAZINHO,"0,557752391","0,202698156","0,47607069","0,52392931"
412420,SANTO ANTONIO DO CAIUA,"0,575641517","0,202604366","0,499808502","0,500191498"
315650,RUBELITA,"0,526653592","0,202531646","0,526475308","0,473524692"
412800,UBIRATA,"0,573309626","0,202460474","0,489403623","0,510596377"
420165,ARVOREDO,"0,57989228","0,202423698","0,543536804","0,456463196"
314890,PEDRA DO INDAIA,"0,571033442","0,20241388","0,507920543","0,492079457"
316290,SAO JOAO NEPOMUCENO,"0,577308707","0,202412363","0,489182058","0,510817942"
250450,CONDADO,"0,536625638","0,202341639","0,486940859","0,513059141"
430230,BOM JESUS,"0,527684117","0,20230701","0,506388642","0,493611358"
521100,ITAPIRAPUA,"0,588127854","0,202283105","0,505936073","0,494063927"
311600,CHALE,"0,565408253","0,202282704","0,505355575","0,494644425"
316400,SAO PEDRO DOS FERROS,"0,547288446","0,202253078","0,490175531","0,509824469"
430860,GARIBALDI,"0,592250098","0,202240599","0,496172543","0,503827457"
411995,PONTAL DO PARANA,"0,547898629","0,20221529","0,482105927","0,517894073"
412330,SANTA CRUZ DE MONTE CASTELO,"0,562621674","0,20220636","0,500324465","0,499675535"
292180,MORTUGABA,"0,55417392","0,20218851","0,496725524","0,503274476"
410650,CORONEL VIVIDA,"0,554870289","0,202153696","0,484679393","0,515320607"
353130,MONTE ALTO,"0,580007445","0,202100355","0,490115402","0,509884598"
431830,SAO GABRIEL,"0,543184267","0,202067956","0,489491373","0,510508627"
430223,BOA VISTA DO INCRA,"0,566210046","0,202054795","0,517503805","0,482496195"
315350,ALTO JEQUITIBA,"0,557808351","0,202027516","0,511947864","0,488052136"
520690,DAVINOPOLIS,"0,566857689","0,202005731","0,528653295","0,471346705"
432080,SOLEDADE,"0,553513374","0,201982811","0,495026877","0,504973123"
521690,PILAR DE GOIAS,"0,599531616","0,201873536","0,519906323","0,480093677"
313410,ITUETA,"0,57062891","0,201843925","0,513335528","0,486664472"
314720,PARAGUACU,"0,566680496","0,201816254","0,505785276","0,494214724"
316960,TUPACIGUARA,"0,569190293","0,201798476","0,503141443","0,496858557"
354860,SAO BENTO DO SAPUCAI,"0,565875126","0,201797011","0,507747318","0,492252682"
421560,SANTA ROSA DE LIMA,"0,60158066","0,20176662","0,529986053","0,470013947"
420215,BELMONTE,"0,562684366","0,201696165","0,535766962","0,464233038"
312060,CRUCILANDIA,"0,566640379","0,201695584","0,514195584","0,485804416"
353120,MONTE ALEGRE DO SUL,"0,57107933","0,201686835","0,499083242","0,500916758"
411550,MARUMBI,"0,571000855","0,201668092","0,491231822","0,508768178"
251490,SAO MAMEDE,"0,538661807","0,201640198","0,489846394","0,510153606"
411890,PEROLA,"0,568122041","0,201560582","0,495177977","0,504822023"
351495,EMBAUBA,"0,566230581","0,201553557","0,526573998","0,473426002"
320030,ALFREDO CHAVES,"0,567689162","0,201499659","0,505112474","0,494887526"
355465,TORRE DE PEDRA,"0,571134868","0,201480263","0,553042763","0,446957237"
430420,CANDELARIA,"0,556791104","0,201429706","0,489150119","0,510849881"
351110,CATANDUVA,"0,576051464","0,201414949","0,486029209","0,513970791"
311790,CONGONHAL,"0,582357277","0,201408797","0,515767057","0,484232943"
412135,RANCHO ALEGRE D'OESTE,"0,565334358","0,201383551","0,487317448","0,512682552"
355715,ZACARIAS,"0,554956897","0,201149425","0,497126437","0,502873563"
316510,SAO TOMAS DE AQUINO,"0,533094556","0,201146132","0,498997135","0,501002865"
311040,CAMACHO,"0,589292004","0,201127157","0,529411765","0,470588235"
311100,CAMPESTRE,"0,567309519","0,201121034","0,521755653","0,478244347"
251720,VIEIROPOLIS,"0,553660797","0,201112141","0,501575533","0,498424467"
311580,CENTRALINA,"0,551097361","0,201102195","0,50594605","0,49405395"
353150,MONTE AZUL PAULISTA,"0,577821217","0,201077768","0,498256551","0,501743449"
411500,MARILENA,"0,558578881","0,201043282","0,511067249","0,488932751"
314040,MARMELOPOLIS,"0,603480193","0,201036653","0,50166605","0,49833395"
316380,SAO MIGUEL DO ANTA,"0,574471147","0,20103612","0,507411138","0,492588862"
352280,ITAPORANGA,"0,53661907","0,201026518","0,504507469","0,495492531"
431215,MATO LEITAO,"0,585692673","0,200994165","0,500972552","0,499027448"
421270,PETROLANDIA,"0,578750213","0,200919462","0,516090584","0,483909416"
500490,JARAGUARI,"0,561836012","0,200898938","0,527921547","0,472078453"
431750,SANTO ANGELO,"0,556767771","0,200853709","0,482293923","0,517706077"
410305,BOA VISTA DA APARECIDA,"0,536682616","0,20082403","0,502923977","0,497076023"
311060,CAMBUI,"0,577457762","0,200811494","0,495144339","0,504855661"
312080,CRUZILIA,"0,575246313","0,200785627","0,499001867","0,500998133"
350200,ANALANDIA,"0,535679374","0,200782014","0,514565005","0,485434995"
311330,CARANGOLA,"0,566561686","0,200744958","0,487826298","0,512173702"
431900,SAO MARCOS,"0,580851259","0,200726236","0,487819452","0,512180548"
310220,ALVARENGA,"0,558551414","0,200634417","0,509912768","0,490087232"
314280,MONTE ALEGRE DE MINAS,"0,567942292","0,200571455","0,515902384","0,484097616"
315570,RIO PIRACICABA,"0,575706806","0,200558464","0,487399651","0,512600349"
431403,PARECI NOVO,"0,597168597","0,200514801","0,510939511","0,489060489"
431936,SAO PEDRO DAS MISSOES,"0,561481481","0,200493827","0,494320988","0,505679012"
220410,FRANCISCO AYRES,"0,51744186","0,200465116","0,478604651","0,521395349"
315500,RIO DOCE,"0,604562738","0,200380228","0,511026616","0,488973384"
421189,PAINEL,"0,545918367","0,200255102","0,521258503","0,478741497"
412265,ROSARIO DO IVAI,"0,563873776","0,200217628","0,508378672","0,491621328"
351260,CORONEL MACEDO,"0,554345459","0,200174254","0,514267044","0,485732956"
350210,ANDRADINA,"0,5776225","0,200122281","0,495746353","0,504253647"
290370,BOA NOVA,"0,540493396","0,200099676","0,502533433","0,497466567"
420620,GRAVATAL,"0,573549605","0,200051493","0,496738757","0,503261243"
314850,PAVAO,"0,543504172","0,2","0,518355185","0,481644815"
313860,LIMA DUARTE,"0,571974446","0,199952236","0,501223954","0,498776046"
314080,MATIAS BARBOSA,"0,571721592","0,199917954","0,49261589","0,50738411"
315580,RIO POMBA,"0,577719776","0,199866718","0,498694952","0,501305048"
353110,MONGAGUA,"0,532654908","0,1998395","0,490651732","0,509348268"
355710,VOTUPORANGA,"0,585384888","0,199727384","0,489501176","0,510498824"
410930,GUARANIACU,"0,559612332","0,199682513","0,492522349","0,507477651"
410910,GUAPOREMA,"0,583296114","0,199642698","0,514962037","0,485037963"
353410,ORIENTE,"0,579844725","0,199573756","0,489876694","0,510123306"
412780,TOMAZINA,"0,567995844","0,199506429","0,519288219","0,480711781"
316070,SANTOS DUMONT,"0,574260629","0,199452078","0,485169446","0,514830554"
251396,SAO DOMINGOS,"0,563000962","0,199422892","0,496633536","0,503366464"
250660,IBIARA,"0,551812149","0,199421474","0,500255232","0,499744768"
315940,SANTA RITA DE IBITIPOCA,"0,571301775","0,199408284","0,519822485","0,480177515"
431213,MATO CASTELHANO,"0,554856469","0,199370822","0,519858435","0,480141565"
313570,JEQUITIBA,"0,578512397","0,199308091","0,50720738","0,49279262"
420770,IPUMIRIM,"0,582973715","0,199293841","0,506603897","0,493396103"
240600,JOSE DA PENHA,"0,562026595","0,199293048","0,475677495","0,524322505"
330513,SAO JOSE DE UBA,"0,567403315","0,199171271","0,492265193","0,507734807"
310110,AIMORES,"0,552476509","0,199155917","0,484034082","0,515965918"
353830,PIQUEROBI,"0,569347005","0,199136535","0,492444684","0,507555316"
315530,RIO MANSO,"0,595205942","0,199020932","0,52397029","0,47602971"
430165,BARAO,"0,594191271","0,198973042","0,506258023","0,493741977"
311430,CARMO DO PARANAIBA,"0,576222024","0,198820001","0,50716899","0,49283101"
354030,PONTES GESTAL,"0,569099379","0,198757764","0,516304348","0,483695652"
311370,CARLOS CHAGAS,"0,56183841","0,19874703","0,495571398","0,504428602"
410870,GRANDES RIOS,"0,562744004","0,198735825","0,504926566","0,495073434"
315420,RESENDE COSTA,"0,571601313","0,198652617","0,489721886","0,510278114"
355000,SAO LUIS DO PARAITINGA,"0,583465819","0,198634621","0,510427382","0,489572618"
421380,PRAIA GRANDE,"0,560574949","0,198631075","0,506639288","0,493360712"
312490,EUGENOPOLIS,"0,563383994","0,198629535","0,499956075","0,500043925"
411005,IGUATU,"0,563305198","0,19857841","0,507330076","0,492669924"
430110,ARROIO DOS RATOS,"0,554115907","0,198577565","0,48693754","0,51306246"
420730,IMBITUBA,"0,57544136","0,198551771","0,493841745","0,506158255"
431265,NAO-ME-TOQUE,"0,573633009","0,198535167","0,495974505","0,504025495"
412110,QUINTA DO SOL,"0,565481548","0,198469847","0,488973897","0,511026103"
350870,CACONDE,"0,551311019","0,19836057","0,498502443","0,501497557"
430780,ESTRELA,"0,572846058","0,198275116","0,498399146","0,501600854"
313640,JOAQUIM FELICIO,"0,555181837","0,198234181","0,527853689","0,472146311"
320050,APIACA,"0,552373376","0,198223283","0,502916998","0,497083002"
330390,PETROPOLIS,"0,565529524","0,198193681","0,47423684","0,52576316"
311650,CLARO DOS POCOES,"0,565124365","0,198181332","0,504412945","0,495587055"
410685,CRUZMALTINA,"0,585408022","0,19813278","0,508644537","0,491355463"
310150,ALEM PARAIBA,"0,563011457","0,198120661","0,484649247","0,515350753"
430955,HARMONIA,"0,583450775","0,19810751","0,508355144","0,491644856"
320460,SANTA TERESA,"0,572171215","0,198046367","0,496038234","0,503961766"
314030,MARLIERIA,"0,55955335","0,198014888","0,493052109","0,506947891"
290300,BARRA DO MENDES,"0,530012188","0,197973796","0,501142596","0,498857404"
313450,ITUTINGA,"0,586823153","0,197919445","0,495332089","0,504667911"
313540,JECEABA,"0,584358707","0,197914494","0,499687174","0,500312826"
291210,IBICARAI,"0,539249632","0,197884552","0,480007589","0,519992411"
522130,TRES RANCHOS,"0,585865724","0,197879859","0,494699647","0,505300353"
432055,SERTAO SANTANA,"0,556938961","0,197843911","0,491345278","0,508654722"
310610,BELMIRO BRAGA,"0,560783168","0,197837522","0,511981297","0,488018703"
312610,FORMIGA,"0,592250868","0,197804462","0,497130496","0,502869504"
313120,IPANEMA,"0,558933095","0,197784732","0,485670293","0,514329707"
350910,CAIUA,"0,584178162","0,197772977","0,539803889","0,460196111"
350610,BEBEDOURO,"0,572089368","0,19774004","0,484242128","0,515757872"
430830,FONTOURA XAVIER,"0,557312641","0,197721245","0,510460662","0,489539338"
316840,TARUMIRIM,"0,544257703","0,197689076","0,503361345","0,496638655"
315870,SANTANA DO GARAMBEU,"0,5797915","0,197674419","0,525661588","0,474338412"
420445,CORONEL MARTINS,"0,601953125","0,19765625","0,519921875","0,480078125"
315040,PIEDADE DOS GERAIS,"0,579062376","0,19765594","0,521056814","0,478943186"
430005,AGUA SANTA,"0,551899411","0,197431782","0,506153023","0,493846977"
410860,GOIOERE,"0,56567133","0,197431614","0,478944804","0,521055196"
412520,SAO JORGE D'OESTE,"0,579900056","0,197334814","0,500499722","0,499500278"
432260,VENANCIO AIRES,"0,582703494","0,197311152","0,493858207","0,506141793"
354920,SAO JOAO DAS DUAS PONTES,"0,584344423","0,197260274","0,492367906","0,507632094"
330590,TRAJANO DE MORAES,"0,56068713","0,19722144","0,514127476","0,485872524"
352550,JOANOPOLIS,"0,561361778","0,197205084","0,498550509","0,501449491"
411230,JAPIRA,"0,54006898","0,197200243","0,517346318","0,482653682"
290900,CORDEIROS,"0,577247029","0,197184724","0,490942656","0,509057344"
330150,CORDEIRO,"0,563289996","0,197183099","0,474674973","0,525325027"
410450,CAPANEMA,"0,570988942","0,197162529","0,486751513","0,513248487"
313880,LUZ,"0,578072908","0,197136143","0,499535443","0,500464557"
316640,SERITINGA,"0,586968228","0,197092084","0,532579429","0,467420571"
312130,DESCOBERTO,"0,565226011","0,197065821","0,498017446","0,501982554"
411720,NOVA OLIMPIA,"0,564830653","0,197057817","0,488026001","0,511973999"
317180,VIRGINOPOLIS,"0,562768907","0,196959556","0,492685725","0,507314275"
251360,SANTANA DOS GARROTES,"0,547824834","0,196917315","0,484010372","0,515989628"
330015,APERIBE,"0,57818212","0,196826188","0,501495513","0,498504487"
420415,CELSO RAMOS,"0,579918789","0,196751569","0,505352529","0,494647471"
315490,RIO CASCA,"0,552002391","0,196727436","0,484608488","0,515391512"
410660,CRUZEIRO DO OESTE,"0,567359985","0,196689247","0,492844194","0,507155806"
430810,FELIZ,"0,60118007","0,196678322","0,498543124","0,501456876"
520850,GOIANDIRA,"0,566548673","0,196637168","0,497168142","0,502831858"
410380,CAMBIRA,"0,563574746","0,196560813","0,504581398","0,495418602"
431280,NOVA ARACA,"0,601022495","0,196523517","0,492842536","0,507157464"
350190,AMPARO,"0,582022011","0,19647276","0,491831294","0,508168706"
315090,PIRANGUCU,"0,567223837","0,196402616","0,521257267","0,478742733"
412540,SAO JOSE DA BOA VISTA,"0,567620605","0,196402289","0,517743254","0,482256746"
316260,SAO JOAO DO ORIENTE,"0,558636548","0,196402002","0,487082375","0,512917625"
316220,SAO JOAO BATISTA DO GLORIA,"0,58281395","0,196393051","0,501127171","0,498872829"
412650,SERTANOPOLIS,"0,572496354","0,19634176","0,494409334","0,505590666"
330030,BARRA DO PIRAI,"0,5584987","0,196313984","0,477876981","0,522123019"
311760,CONCEICAO DO PARA,"0,564231738","0,196293631","0,511155092","0,488844908"
315320,PRESIDENTE JUSCELINO,"0,572228443","0,1962486","0,513717805","0,486282195"
353880,PIRAJU,"0,560908787","0,196224524","0,484396926","0,515603074"
310080,AGUANIL,"0,571648014","0,196181698","0,507351328","0,492648672"
351820,GUARARAPES,"0,573352978","0,196139159","0,49276844","0,50723156"
420110,ANITAPOLIS,"0,559106423","0,196090599","0,520322681","0,479677319"
240150,BARCELONA,"0,561544247","0,196039108","0,507896716","0,492103284"
411295,JURANDA,"0,597183876","0,196024296","0,489922695","0,510077305"
353570,PARAISO,"0,56380049","0,195991432","0,511933905","0,488066095"
410240,BANDEIRANTES,"0,556775377","0,195937027","0,477318824","0,522681176"
314840,PAULISTAS,"0,525865665","0,195869837","0,491239049","0,508760951"
521770,PONTALINA,"0,585116487","0,195820996","0,499022292","0,500977708"
412180,RIBEIRAO CLARO,"0,566183393","0,195725852","0,485501789","0,514498211"
313890,MACHACALIS,"0,539791901","0,195725534","0,527137233","0,472862767"
313460,JABOTICATUBAS,"0,570226756","0,195716289","0,509645603","0,490354397"
292690,RIO DO PIRES,"0,561943112","0,195681974","0,498286498","0,501713502"
330020,ARARUAMA,"0,555789845","0,195681402","0,480526637","0,519473363"
432070,SOBRADINHO,"0,575094741","0,195532212","0,49690845","0,50309155"
311920,COROACI,"0,567848843","0,195513792","0,504092149","0,495907851"
311240,CAPETINGA,"0,547813411","0,19548105","0,533527697","0,466472303"
411920,PINHALAO,"0,567768464","0,195476831","0,505614424","0,494385576"
420870,JACINTO MACHADO,"0,580245719","0,19541453","0,496952694","0,503047306"
353050,MOCOCA,"0,569898077","0,195390317","0,497061038","0,502938962"
320310,JERONIMO MONTEIRO,"0,564850843","0,195363165","0,4817607","0,5182393"
315150,PIUMHI,"0,577453966","0,195349631","0,49953041","0,50046959"
313375,ITAU DE MINAS,"0,573867125","0,195321135","0,486737075","0,513262925"
312650,FRANCISCO BADARO,"0,588497721","0,195228397","0,524973329","0,475026671"
520393,BURITI DE GOIAS,"0,612418831","0,195211039","0,505275974","0,494724026"
411380,LUPIONOPOLIS,"0,568323606","0,195210304","0,500301872","0,499698128"
313500,JAGUARACU,"0,557600762","0,195176135","0,506823231","0,493176769"
330220,ITAPERUNA,"0,575186385","0,194951799","0,48749449","0,51250551"
350280,ARACATUBA,"0,581778023","0,194874755","0,484368255","0,515631745"
431053,ITAARA,"0,560021532","0,194868114","0,505113942","0,494886058"
313780,LAMBARI,"0,554131936","0,194855918","0,49445106","0,50554894"
351370,DESCALVADO,"0,57729419","0,194767868","0,492623985","0,507376015"
316690,SERRANIA,"0,528498761","0,194730664","0,493543759","0,506456241"
350055,AGUAS DE SANTA BARBARA,"0,558938457","0,194724845","0,492673396","0,507326604"
330230,LAJE DO MURIAE,"0,559605371","0,19471088","0,506851192","0,493148808"
317220,WENCESLAU BRAZ,"0,561934723","0,194651986","0,508061345","0,491938655"
291600,ITANHEM,"0,55582133","0,194581665","0,50751391","0,49248609"
421205,PALMEIRA,"0,529367752","0,194537972","0,510662177","0,489337823"
355360,TAPIRATIBA,"0,584080371","0,194513138","0,497604328","0,502395672"
312740,GONCALVES,"0,589908257","0,194495413","0,508715596","0,491284404"
521290,MARZAGAO,"0,559434379","0,19443217","0,497127707","0,502872293"
350820,BURITIZAL,"0,563228502","0,194413899","0,518803607","0,481196393"
311280,CAPITOLIO,"0,572069481","0,194409295","0,499712412","0,500287588"
431690,SANTA MARIA,"0,560133119","0,19423199","0,475268184","0,524731816"
351000,CANDIDO MOTA,"0,561572748","0,194205667","0,488188475","0,511811525"
355260,TABAPUA,"0,572565879","0,194172439","0,509035905","0,490964095"
510420,GUIRATINGA,"0,573125794","0,194155019","0,538754765","0,461245235"
354925,SAO JOAO DE IRACEMA,"0,558702369","0,194129763","0,496910402","0,503089598"
431575,RIOZINHO,"0,5700298","0,19412516","0,5","0,5"
411080,IRETAMA,"0,565859009","0,194037292","0,505733373","0,494266627"
411470,MARIA HELENA,"0,599499374","0,193992491","0,508850349","0,491149651"
432146,TIO HUGO,"0,579272255","0,193957115","0,496751137","0,503248863"
430850,FREDERICO WESTPHALEN,"0,566566693","0,193938437","0,495880032","0,504119968"
410080,ALVORADA DO SUL,"0,557509916","0,193912744","0,507673737","0,492326263"
251385,SANTO ANDRE,"0,564503205","0,193910256","0,506410256","0,493589744"
351540,FARTURA,"0,557694696","0,193888958","0,483107688","0,516892312"
240050,ALEXANDRIA,"0,540025131","0,193879814","0,485697391","0,514302609"
430820,FLORES DA CUNHA,"0,581653483","0,19386323","0,493684613","0,506315387"
350930,CAJOBI,"0,580242276","0,193821016","0,515823082","0,484176918"
352610,JUQUIA,"0,540344661","0,193804692","0,502389005","0,497610995"
220735,PAJEU DO PIAUI,"0,540690867","0,193793911","0,482142857","0,517857143"
421760,SIDEROPOLIS,"0,576255643","0,193778217","0,499506208","0,500493792"
350880,CAFELANDIA,"0,564212759","0,193726628","0,495227996","0,504772004"
312580,FERNANDES TOURINHO,"0,578","0,193714286","0,514285714","0,485714286"
312870,GUAXUPE,"0,580828579","0,193705249","0,498813034","0,501186966"
330180,ENGENHEIRO PAULO DE FRONTIN,"0,590041024","0,19366247","0,485570802","0,514429198"
315645,ROSARIO DA LIMEIRA,"0,59595525","0,19363167","0,512263339","0,487736661"
292570,PRESIDENTE JANIO QUADROS,"0,557366146","0,193631526","0,510392418","0,489607582"
522170,URUANA,"0,580935121","0,193620877","0,509604929","0,490395071"
251550,SERRA BRANCA,"0,540522923","0,193597451","0,488085754","0,511914246"
411690,NOVA ESPERANCA,"0,567885397","0,193535742","0,48827596","0,51172404"
313670,JUIZ DE FORA,"0,578582659","0,193518281","0,470763525","0,529236475"
520890,GOIAS,"0,584305217","0,193517765","0,484856704","0,515143296"
291030,ELISIO MEDRADO,"0,560339525","0,193504736","0,491081314","0,508918686"
330455,RIO DE JANEIRO,"0,565352301","0,193441547","0,471416906","0,528583094"
313090,INHAPIM,"0,570441299","0,193422148","0,500124896","0,499875104"
310030,ABRE CAMPO,"0,563644484","0,193389906","0,503647462","0,496352538"
312385,ENTRE FOLHAS,"0,567527401","0,193386587","0,485974364","0,514025636"
431848,SAO JOSE DO HORTENCIO,"0,565597076","0,193338749","0,504670999","0,495329001"
320313,JOAO NEIVA,"0,57696435","0,193334923","0,492607607","0,507392393"
410755,FAROL,"0,559265442","0,193322204","0,486477462","0,513522538"
522145,TROMBAS,"0,569345153","0,19330855","0,513583071","0,486416929"
241430,TIMBAUBA DOS BATISTAS,"0,592913061","0,193242686","0,489493201","0,510506799"
510610,NOSSA SENHORA DO LIVRAMENTO,"0,541205224","0,193233025","0,531963645","0,468036355"
316120,SAO FRANCISCO DE PAULA,"0,586455774","0,193181818","0,5","0,5"
352260,ITAPIRA,"0,590132526","0,193174161","0,493030139","0,506969861"
314150,MENDES PIMENTEL,"0,586720447","0,193143034","0,506981074","0,493018926"
351518,ESPIRITO SANTO DO PINHAL,"0,580222835","0,193131123","0,48909364","0,51090636"
411700,NOVA FATIMA,"0,55726601","0,193103448","0,491502463","0,508497537"
500410,GUIA LOPES DA LAGUNA,"0,521632151","0,193049006","0,49097806","0,50902194"
350500,BARAO DE ANTONINA,"0,527943262","0,192907801","0,513758865","0,486241135"
220385,FLORESTA DO PIAUI,"0,576337368","0,192893401","0,497461929","0,502538071"
240860,PARANA,"0,53769195","0,192880409","0,50511866","0,49488134"
410020,ADRIANOPOLIS,"0,533551837","0,192858375","0,516991547","0,483008453"
312390,ENTRE RIOS DE MINAS,"0,579441066","0,192845129","0,500646914","0,499353086"
320020,ALEGRE,"0,565703572","0,192842077","0,493689109","0,506310891"
431514,PRESIDENTE LUCENA,"0,604306864","0,192799462","0,530282638","0,469717362"
310925,BUGRE,"0,549698795","0,192771084","0,519327309","0,480672691"
352900,MARILIA,"0,575684523","0,192768598","0,482094869","0,517905131"
350130,ALVARES MACHADO,"0,565914347","0,192758593","0,493141399","0,506858601"
314960,PEQUI,"0,562261611","0,192730536","0,496297958","0,503702042"
353715,PEDRINHAS PAULISTA,"0,591186877","0,192666452","0,486008363","0,513991637"
314990,PERDOES,"0,5747787","0,19265885","0,493210363","0,506789637"
314910,PEDRALVA,"0,57307623","0,192647324","0,507568931","0,492431069"
420325,CAPAO ALTO,"0,563842724","0,192541548","0,517632752","0,482367248"
312450,ESTIVA,"0,584530484","0,19253679","0,512964261","0,487035739"
311740,CONCEICAO DE IPANEMA,"0,567125082","0,192534381","0,507967693","0,492032307"
420417,CERRO NEGRO,"0,574510455","0,19249917","0,528708928","0,471291072"
314190,MINDURI,"0,587252634","0,192495502","0,491390388","0,508609612"
320110,BOM JESUS DO NORTE,"0,549759712","0,192430917","0,484381258","0,515618742"
430160,BAGE,"0,55346533","0,192374792","0,480019421","0,519980579"
352080,INUBIA PAULISTA,"0,571569839","0,192336218","0,500370828","0,499629172"
421090,MODELO,"0,580790159","0,192334989","0,514076177","0,485923823"
520340,BOM JARDIM DE GOIAS,"0,575291741","0,192324955","0,507517953","0,492482047"
432253,VALE DO SOL,"0,580308262","0,192285016","0,510149078","0,489850922"
310760,BOM JESUS DA PENHA,"0,593676815","0,192271663","0,516393443","0,483606557"
431532,QUEVEDOS,"0,582885786","0,19226638","0,538131042","0,461868958"
290470,BUERAREMA,"0,545295309","0,19218348","0,493185177","0,506814823"
311115,CAMPO AZUL,"0,546214099","0,192167102","0,538381201","0,461618799"
317170,VIRGINIA,"0,57582062","0,192094313","0,497803976","0,502196024"
421125,MORRO GRANDE,"0,576629681","0,192094313","0,528432732","0,471567268"
412140,REALEZA,"0,564738454","0,192035815","0,487806315","0,512193685"
312760,GOUVEIA,"0,582169164","0,192024384","0,483701634","0,516298366"
316160,SAO GERALDO DA PIEDADE,"0,542746114","0,191968912","0,482642487","0,517357513"
314490,NOVA MODICA,"0,546786922","0,191939121","0,491544532","0,508455468"
411573,MATO RICO,"0,570973902","0,191915977","0,540101846","0,459898154"
316050,SANTO ANTONIO DO RIO ABAIXO,"0,578587699","0,19191344","0,510820046","0,489179954"
412065,QUARTO CENTENARIO,"0,577149321","0,191855204","0,481447964","0,518552036"
354980,SAO JOSE DO RIO PRETO,"0,582550573","0,191839684","0,481540924","0,518459076"
355090,SAO SIMAO,"0,55509517","0,1918296","0,490936165","0,509063835"
353010,MIRANDOPOLIS,"0,609670285","0,191797346","0,559878032","0,440121968"
431680,SANTA CRUZ DO SUL,"0,578879724","0,191765391","0,479780148","0,520219852"
330095,COMENDADOR LEVY GASPARIAN,"0,553667055","0,191734575","0,500116414","0,499883586"
430940,GUAPORE,"0,583457384","0,191724875","0,488720944","0,511279056"
353990,POLONI,"0,534057736","0,1916964","0,506973727","0,493026273"
316490,SAO SEBASTIAO DO RIO VERDE,"0,580787959","0,191677734","0,497122621","0,502877379"
410360,CAMBARA,"0,55989675","0,191677422","0,486174665","0,513825335"
354640,SANTA CRUZ DO RIO PARDO,"0,553571058","0,191673408","0,490551165","0,509448835"
430770,ESTEIO,"0,555019676","0,191633074","0,479052692","0,520947308"
353930,PIRASSUNUNGA,"0,568369326","0,191594465","0,490728049","0,509271951"
353280,NOVA ALIANCA,"0,554112554","0,191593353","0,501466276","0,498533724"
421145,NOVA ITABERABA,"0,593020569","0,191587705","0,511670904","0,488329096"
354515,SALTINHO,"0,582254648","0,191574488","0,496116733","0,503883267"
292273,NOVA FATIMA,"0,580715198","0,191570881","0,494763729","0,505236271"
311910,CORINTO,"0,559410344","0,191510993","0,501757953","0,498242047"
293325,VEREDA,"0,555610156","0,191482391","0,517608518","0,482391482"
311570,CENTRAL DE MINAS,"0,569769089","0,191386882","0,490721065","0,509278935"
316250,SAO JOAO DEL REI,"0,590855584","0,191337448","0,478651661","0,521348339"
316620,SENHORA DOS REMEDIOS,"0,575615811","0,191330915","0,495608173","0,504391827"
291200,IBIASSUCE,"0,565600633","0,191321053","0,502881682","0,497118318"
314460,NEPOMUCENO,"0,559965776","0,19131761","0,500520795","0,499479205"
521900,SANCLERLANDIA,"0,589646134","0,191218873","0,498689384","0,501310616"
292145,MIRANTE,"0,539690223","0,191190707","0,525774443","0,474225557"
420170,ASCURRA,"0,570377758","0,191123301","0,494701409","0,505298591"
312350,DOURADOQUARA,"0,578067885","0,191122715","0,526370757","0,473629243"
330120,CARMO,"0,558217212","0,191065184","0,489901362","0,510098638"
314220,MIRAI,"0,55981585","0,191055574","0,510095363","0,489904637"
411400,MAMBORE,"0,558062016","0,191007752","0,489534884","0,510465116"
420430,CONCORDIA,"0,573827676","0,191007228","0,492739453","0,507260547"
354280,RIBEIRA,"0,541566265","0,190963855","0,518674699","0,481325301"
521470,NOVA AMERICA,"0,599491956","0,190939881","0,511430991","0,488569009"
510810,TESOURO,"0,563413986","0,190906674","0,584419037","0,415580963"
310710,BOA ESPERANCA,"0,563535775","0,190905031","0,500372135","0,499627865"
412862,ALTO PARAISO,"0,574144487","0,190874525","0,487072243","0,512927757"
311930,COROMANDEL,"0,584305029","0,190857715","0,502181844","0,497818156"
410810,FLORIDA,"0,557032115","0,19084533","0,507936508","0,492063492"
291830,JITAUNA,"0,525023878","0,190830946","0,499904489","0,500095511"
352965,MESOPOLIS,"0,566473988","0,190751445","0,511823437","0,488176563"
411170,JABOTI,"0,578957239","0,190735184","0,505063766","0,494936234"
521410,MUTUNOPOLIS,"0,583622299","0,190717525","0,515070686","0,484929314"
430240,BOM RETIRO DO SUL,"0,570613753","0,190713368","0,489556555","0,510443445"
412740,TERRA ROXA,"0,569525111","0,190695821","0,494476711","0,505523289"
353390,OLIMPIA,"0,564215801","0,190691638","0,496241686","0,503758314"
521945,SANTA RITA DO NOVO DESTINO,"0,58984259","0,190674191","0,547965548","0,452034452"
354140,PRESIDENTE PRUDENTE,"0,573646385","0,190620514","0,482149401","0,517850599"
330025,ARRAIAL DO CABO,"0,560807085","0,190612126","0,487754241","0,512245759"
432143,TERRA DE AREIA,"0,56018723","0,190585534","0,504724896","0,495275104"
312920,HELIODORA,"0,57164427","0,19054809","0,510191756","0,489808244"
